"instrument","date","open","high","low","close","volume","source","complete"
"NAS100_USD","2025-02-28","20630.4","20904.7","20417.4","20867.6","654165","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-02","20958.9","20996","20909.6","20928.4","12071","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-03","20929.3","21081","20278","20474.8","671537","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-04","20474.2","20703.4","20035.6","20548.9","804437","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-05","20548.5","20697.3","20186.2","20576","697402","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-06","20574.3","20618","19976.6","20156.6","721983","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-07","20156.8","20260.8","19736.7","20173.6","717441","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-09","20047.6","20085.2","19907.6","20007.7","19785","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-10","20005.6","20129","19212.4","19285.8","716155","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-11","19286.6","19667.6","19124.9","19461.6","737051","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-12","19461.8","19771.3","19370.8","19669.2","660073","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-13","19668.8","19678.6","19157.7","19343.2","674224","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-14","19342.8","19727","19319.4","19649.2","549492","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-16","19658","19664.6","19535.8","19569.6","19211","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-17","19568.6","19952.3","19538.9","19814.2","552996","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-18","19813.1","19821.8","19395.8","19511.6","577945","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-19","19511.4","19963.4","19463","19850.8","457025","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-20","19850.8","19923.7","19554.2","19705","469493","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-21","19704.8","19802.2","19423.3","19794.4","485028","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-23","19887.6","19939.2","19881.6","19932.8","13392","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-24","19933.2","20234","19921.5","20179.6","355234","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-25","20180","20359.2","20118.6","20350.2","329501","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-26","20350.2","20363.2","19830.4","19885.6","457163","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-27","19885.8","20025.4","19764.8","19800.2","540678","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-28","19800.4","19843.4","19209.2","19213.3","528916","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-30","19143.2","19166.9","19056.8","19098.6","23902","oanda_v20_mid_utc","true"
"NAS100_USD","2025-03-31","19097.2","19341.8","18817.8","19210.8","685626","oanda_v20_mid_utc","true"
